participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.cash,player.delta_cash,player.n_a,player.t_a,player.bida,player.nbida,player.naska,player.aska,player.di_a,player.n_b,player.t_b,player.bidb,player.nbidb,player.naskb,player.askb,player.di_b,player.n_c,player.t_c,player.bidc,player.nbidc,player.naskc,player.askc,player.di_c,player.cum_payoff,player.cum_payoff_topay,player.pay_display,player.payoff,group.id_in_subsession,group.nav_a,group.nav_b,group.nav,group.p_a,group.q_a,group.d_a,group.p_b,group.q_b,group.d_b,group.p_c,group.q_c,group.d_c,subsession.round_number,subsession.ronda,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,440,30,8,-1,10,1,1,10,-7,2,-1,10,1,1,10,1,0,0,,,,,0,-6,-6,-6,-6,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,440,45,8,-2,5,2,2,4,-6,2,-1,5,2,1,4,1,0,0,,,,,0,-5,-5,-5,-5,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,440,30,8,0,0,0,0,0,-8,2,-2,0,0,2,1,0,0,0,,,,,0,-8,-8,-8,-8,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,396,45,2,0,0,0,0,0,-2,8,-3,0,0,3,15,5,0,0,,,,,0,3,3,3,3,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,396,0,2,0,1,1,0,1,-2,8,0,1,1,0,1,8,0,0,,,,,0,6,6,6,6,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,0,2,0,0,0,0,0,-2,8,0,0,0,0,0,8,0,0,,,,,0,6,6,6,6,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,280,0,10,-4,0,0,5,15,-6,10,4,15,10,0,0,14,0,0,,,,,0,8,8,8,8,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,280,30,10,-1,10,1,1,9,-9,10,-1,10,1,1,9,9,0,0,,,,,0,0,0,0,0,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,280,-180,10,8,25,8,8,30,-18,10,4,20,4,5,25,14,0,0,,,,,0,-4,-4,-4,-4,1,15,15,30,15,8,-1,15,8,1,0,,0,1,1,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,470,0,7,0,10,1,0,0,-7,1,0,10,1,0,0,1,0,0,,,,,0,-12,-12,-6,-6,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,485,0,6,0,1,0,0,1,-6,1,0,1,0,0,1,1,0,0,,,,,0,-10,-10,-5,-5,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,470,0,8,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,,,,,0,-16,-16,-8,-8,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,441,0,2,0,10,2,0,0,-2,5,0,0,0,0,0,5,0,0,,,,,0,6,6,3,3,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,396,27,2,-1,1,1,1,1,-1,8,-1,1,1,1,1,7,0,0,,,,,0,12,12,6,6,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,0,2,0,7,50,0,0,-2,8,0,0,0,8,22,8,0,0,,,,,0,12,12,6,6,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,280,-48,6,0,0,0,6,18,-6,14,3,16,5,0,0,17,0,0,,,,,0,19,19,11,11,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,310,21,9,1,12,1,2,13,-10,9,-2,12,1,2,13,7,0,0,,,,,0,-3,-3,-3,-3,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,100,0,18,0,10,4,10,35,-18,14,0,10,2,10,30,14,0,0,,,,,0,-8,-8,-4,-4,1,11,16,27,11,1,-1,16,3,1,0,,0,2,2,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,470,10,7,-1,10,1,1,10,6,1,0,0,0,0,0,-1,0,0,,,,,0,-7,-7,5,5,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,485,0,6,0,10,0,0,2,6,1,0,5,0,0,2,-1,0,0,,,,,0,-5,-5,5,5,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,470,0,8,0,5,1,3,15,8,0,0,0,0,0,0,0,0,0,,,,,0,-8,-8,8,8,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,441,0,2,0,0,0,1,13,2,5,0,0,0,1,18,-5,0,0,,,,,0,3,3,-3,-3,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,423,34,1,0,1,1,0,1,1,7,-2,1,2,2,1,-5,0,0,,,,,0,8,8,-4,-4,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,0,2,0,7,50,0,0,2,8,0,0,0,8,20,-8,0,0,,,,,0,6,6,-6,-6,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,232,-85,6,0,0,0,6,12,6,17,5,17,10,0,0,-22,0,0,,,,,0,3,3,-16,-16,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,331,7,10,1,10,1,1,14,11,7,-1,10,1,1,14,-6,0,0,,,,,0,2,2,5,5,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,100,34,18,0,0,0,15,12,18,14,-2,0,0,2,12,-12,0,0,,,,,0,-2,-2,6,6,1,10,17,27,10,1,1,17,5,-1,0,,0,3,3,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,480,-62.5,6,0,0,0,0,0,-6,1,5,20,5,0,0,6,0,0,,,,,0,-7,-7,0,0,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,485,0,6,0,10,0,0,5,-6,1,0,5,0,0,5,1,0,0,,,,,0,-10,-10,-5,-5,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,470,-25,8,0,0,0,4,11,-8,0,2,15,2,0,0,2,0,0,,,,,0,-14,-14,-6,-6,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,441,-10,2,1,10,1,1,10,-3,5,0,0,0,2,18,5,0,0,,,,,0,5,5,2,2,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,457,0,1,0,1,1,0,0,-1,5,0,2,2,0,0,5,0,0,,,,,0,12,12,4,4,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,0,2,0,8,40,0,0,-2,8,0,0,0,8,17,8,0,0,,,,,0,12,12,6,6,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,147,-60,6,6,12,6,0,0,-12,22,0,0,0,0,0,22,0,0,,,,,0,13,13,10,10,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,338,-10,11,1,10,1,1,15,-12,6,0,10,1,0,0,6,0,0,,,,,0,-4,-4,-6,-6,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,134,167.5,18,-8,0,0,8,10,-10,12,-7,0,0,7,10,5,0,0,,,,,0,-7,-7,-5,-5,1,10,12.5,22.5,10,8,-1,12.5,7,1,0,,0,4,4,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,417.5,0,6,0,10,5,0,0,6,6,0,10,5,0,0,-6,0,0,,,,,0,-7,-7,0,0,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,485,27,6,-2,0,0,2,10,4,1,0,2,0,0,10,-1,0,0,,,,,0,-7,-7,3,3,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,445,40.5,8,-3,4,3,3,12,5,2,0,10,1,0,0,-2,0,0,,,,,0,-11,-11,3,3,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,431,26.5,3,-1,0,0,1,10,2,5,-1,0,0,1,11,-4,0,0,,,,,0,3,3,-2,-2,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,457,26.5,1,-1,1,1,1,1,0,5,-1,2,1,1,1,-4,0,0,,,,,0,8,8,-4,-4,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,0,2,0,10,30,0,0,2,8,0,0,0,8,15,-8,0,0,,,,,0,6,6,-6,-6,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,87,-39,12,0,0,0,0,0,12,22,3,13,5,0,0,-25,0,0,,,,,0,0,0,-13,-13,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,328,53.5,12,-3,0,0,3,11,9,6,-1,0,0,1,12,-5,0,0,,,,,0,0,0,4,4,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,301.5,-135,10,10,15,15,5,5,20,5,0,5,10,0,0,-5,0,0,,,,,0,8,8,15,15,1,13.5,13,26.5,13.5,15,1,13,3,-1,0,,0,5,5,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,417.5,-140,6,10,15,10,0,0,-16,6,2,15,2,0,0,8,0,0,,,,,0,-15,-15,-8,-8,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,512,12,4,-1,0,0,1,10,-3,1,0,1,0,0,10,1,0,0,,,,,0,-9,-9,-2,-2,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,485.5,0,5,0,4,3,3,15,-5,2,0,5,1,1,15,2,0,0,,,,,0,-14,-14,-3,-3,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,457.5,0,2,0,0,0,0,0,-2,4,0,0,0,2,12,4,0,0,,,,,0,5,5,2,2,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,483.5,0,0,0,0,0,0,0,0,4,0,1,1,0,0,4,0,0,,,,,0,12,12,4,4,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,396,44,2,3,12,33,2,13,-5,8,-8,0,0,8,10,0,0,0,,,,,0,1,1,-5,-5,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,48,-10,12,0,0,0,12,14,-12,25,1,10,4,0,0,26,0,0,,,,,0,14,14,14,14,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,381.5,0,9,0,10,1,2,14,-9,5,0,10,2,0,0,5,0,0,,,,,0,-4,-4,-4,-4,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,166.5,94,20,-12,4,10,12,2,-8,5,5,12,5,0,0,10,0,0,,,,,0,10,10,2,2,1,12,10,22,12,13,-1,10,8,1,0,,0,6,6,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,277.5,117.5,16,-5,10,5,5,10,-11,8,-5,10,5,5,10,3,0,0,,,,,0,-23,-23,-8,-8,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
2,i3rbxb92,,0,184,183,etfs2,Adios,128.200.135.208,2018-11-20 21:19:26.539802+00:00,1,,,554.5,2,524,0,3,0,1,1,0,10,-3,1,0,1,1,0,5,1,0,0,,,,,0,-11,-11,-2,-2,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
3,jap3dlok,,0,184,183,etfs2,Adios,128.200.135.212,2018-11-20 21:19:26.866715+00:00,1,,,557,3,485.5,37.5,5,-3,4,10,3,12,-2,2,0,3,10,0,0,2,0,0,,,,,0,-14,-14,0,0,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
4,90rav3se,,0,184,183,etfs2,Adios,128.200.135.214,2018-11-20 21:19:27.688082+00:00,1,,,546.5,4,457.5,0,2,0,0,0,1,13,-2,4,0,0,0,0,0,4,0,0,,,,,0,7,7,2,2,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
5,l82r9qio,,0,184,183,etfs2,Adios,128.200.135.218,2018-11-20 21:19:27.815337+00:00,1,,,611,5,483.5,11,0,0,1,1,0,0,0,4,-1,1,1,1,1,3,0,0,,,,,0,15,15,3,3,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
6,tahi8fye,,0,184,183,etfs2,Adios,128.200.135.216,2018-11-20 21:19:28.903690+00:00,1,,,440.5,6,440,-337.5,5,27,15,27,0,0,-32,0,0,0,0,0,0,0,0,0,,,,,0,-31,-31,-32,-32,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
7,8pgfljl9,,0,184,183,etfs2,Adios,128.200.135.209,2018-11-20 21:19:29.811126+00:00,1,,,870.5,7,38,139,12,-12,0,0,12,12,0,26,1,11,3,0,0,27,0,0,,,,,0,41,41,27,27,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
8,bhjbhlc2,,0,184,183,etfs2,Adios,128.200.135.199,2018-11-20 21:19:32.253212+00:00,1,,,676.5,8,381.5,0,9,0,10,1,0,0,-9,5,0,10,2,0,0,5,0,0,,,,,0,-8,-8,-4,-4,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
9,etl5at8q,,0,184,183,etfs2,Adios,128.200.135.201,2018-11-20 21:19:40.930516+00:00,1,,,455.5,9,260.5,32.5,8,-7,9,1,7,10,-1,10,5,15,5,0,0,15,0,0,,,,,0,24,24,14,14,1,12.5,11,23.5,12.5,27,-1,11,6,1,0,,0,7,7,2ewsl8vx,,,,,,0
1,fa60giax,,0,184,183,etfs2,Adios,128.200.135.206,2018-11-20 21:19:26.309222+00:00,1,,,586,1,395,12,11,0,0,0,4,15,-11,3,-1,0,0,1,10,4,0,0,,,,,0,-30,-30,-7,-7,1,12,12,24,12,6,-1,12,13,2,0,,0,8,8,2ewsl8vx,,,,,,0
